policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported_bin,incident_month,incident_dayofweek,claim_to_premium_ratio
IL,500,701.5,21,FEMALE,PhD,Engineer,yachting,Vehicle Theft,Front,Minor Damage,Ambulance,PA,4,3,2,5,Yes,5907.74,6771.82,0,5,4,8.421582323592302
OH,200,657.8,39,FEMALE,PhD,Technician,yachting,Multi-vehicle Collision,Side,Minor Damage,Ambulance,OH,6,4,2,0,No,15854.23,16102.82,0,10,0,24.101900273639405
CA,400,780.4,19,MALE,College,Doctor,movies,Vehicle Theft,Side,Minor Damage,Ambulance,FL,20,2,1,4,Yes,13415.57,11584.38,0,6,2,17.19063300871348
OH,500,1425.96,53,FEMALE,College,Sales,paintball,Parked Car,Front,Total Loss,Police,NY,20,2,1,2,No,12059.32,13417.21,0,10,6,8.456983365592302
PA,700,1124.17,31,MALE,Masters,Lawyer,hiking,Multi-vehicle Collision,Front,Total Loss,Fire,NC,13,4,1,0,No,7109.09,6164.51,1,5,2,6.3238567120631215
CA,700,1031.86,49,FEMALE,PhD,Technician,paintball,Multi-vehicle Collision,Front,Major Damage,Ambulance,CA,12,2,1,2,No,10318.55,13629.48,0,4,4,9.999951543814083
TX,700,961.65,31,MALE,College,Manager,camping,Multi-vehicle Collision,Unknown,Minor Damage,Police,NC,18,1,2,4,No,4074.68,3897.82,0,2,5,4.237175687620236
OH,800,1371.09,26,OTHER,PhD,Doctor,yachting,Parked Car,Front,Total Loss,None,GA,14,2,0,0,Yes,8603.25,8299.71,1,6,1,6.274752204450474
FL,1000,1250.44,75,FEMALE,Masters,Technician,camping,Single Vehicle Collision,Front,Total Loss,Police,TX,16,1,0,0,No,9148.18,9679.25,0,12,4,7.315968778989795
NY,500,1223.37,67,OTHER,College,Doctor,movies,Vehicle Theft,Front,Major Damage,Police,OH,0,4,2,4,Yes,7747.17,12479.31,0,7,1,6.3326467054121
GA,800,1071.65,53,MALE,PhD,Teacher,movies,Parked Car,Rear,Major Damage,Police,GA,18,4,0,5,No,1712.79,2621.94,0,11,2,1.598273690104045
NC,1000,1074.95,24,FEMALE,College,Teacher,chess,Single Vehicle Collision,Unknown,Major Damage,Fire,FL,1,3,1,1,No,7941.07,10634.11,0,8,2,7.387385459788827
PA,400,688.45,57,FEMALE,PhD,Teacher,yachting,Vehicle Theft,Front,Major Damage,None,IL,14,4,2,4,Yes,4394.54,5731.31,0,7,2,6.383237707894545
TX,300,1303.41,28,MALE,High School,Manager,reading,Vehicle Theft,Rear,Major Damage,None,IL,8,3,3,1,Yes,4246.18,7529.82,0,5,4,3.25774698675014
NY,500,615.79,73,OTHER,PhD,Manager,chess,Multi-vehicle Collision,Front,Total Loss,None,OH,8,4,4,3,No,7215.34,6450.14,1,2,4,11.717208788710439
MI,1000,685.0,28,FEMALE,PhD,Sales,chess,Multi-vehicle Collision,Side,Minor Damage,Police,GA,15,4,2,5,Yes,25690.99,24056.92,0,10,4,37.505094890510954
GA,800,1396.96,73,OTHER,High School,Clerk,hiking,Parked Car,Front,Minor Damage,None,IL,14,2,3,3,Yes,4333.5,4117.48,1,11,5,3.1020931164815027
OH,700,1468.01,63,FEMALE,PhD,Clerk,camping,Multi-vehicle Collision,Side,Major Damage,Ambulance,NY,9,3,4,0,No,15159.07,15864.33,0,5,4,10.326271619403137
CA,400,1180.36,31,MALE,High School,Teacher,hiking,Multi-vehicle Collision,Rear,Major Damage,Ambulance,PA,22,4,3,2,Yes,9775.3,15854.45,0,4,0,8.281625944627063
GA,600,726.75,30,FEMALE,PhD,Doctor,yachting,Single Vehicle Collision,Unknown,Total Loss,Ambulance,NY,17,4,0,5,Yes,22789.34,21225.11,0,10,1,31.357880976952185
NC,700,817.35,73,OTHER,PhD,Clerk,yachting,Multi-vehicle Collision,Rear,Minor Damage,None,IL,15,3,4,2,No,7792.57,12046.95,0,6,1,9.533945066373034
FL,800,1264.84,32,OTHER,College,Teacher,movies,Parked Car,Rear,Major Damage,Police,NY,13,2,2,4,No,12157.95,11469.91,0,3,5,9.612243445811329
CA,700,837.03,69,OTHER,Masters,Technician,reading,Vehicle Theft,Side,Minor Damage,None,PA,21,1,0,0,Yes,12146.09,19472.17,0,8,1,14.510937481332808
NC,300,1259.47,26,MALE,High School,Teacher,camping,Parked Car,Front,Major Damage,Ambulance,CA,14,3,0,0,No,25388.56,24450.66,0,1,4,20.158130007066465
GA,1000,881.19,66,MALE,Masters,Lawyer,hiking,Multi-vehicle Collision,Front,Total Loss,Fire,OH,16,3,4,0,Yes,20454.73,24922.79,0,4,2,23.212621568560696
NC,200,1453.46,34,MALE,High School,Sales,hiking,Single Vehicle Collision,Rear,Major Damage,None,MI,2,4,4,4,No,13984.36,16890.78,0,2,3,9.62142749026461
NY,300,723.83,42,OTHER,High School,Technician,camping,Parked Car,Unknown,Major Damage,Ambulance,OH,14,4,2,1,Yes,12683.26,13223.69,0,11,0,17.522429299697443
NC,600,721.4,70,OTHER,PhD,Engineer,camping,Vehicle Theft,Rear,Minor Damage,Ambulance,IL,0,4,0,1,Yes,12331.27,13040.46,0,8,4,17.09352647629609
MI,400,1162.57,66,FEMALE,Masters,Manager,chess,Parked Car,Rear,Total Loss,Fire,NC,2,1,0,5,No,8360.79,10935.27,0,2,2,7.191644374102205
IL,200,720.91,44,OTHER,College,Manager,reading,Multi-vehicle Collision,Rear,Total Loss,None,PA,8,4,2,0,No,28330.09,24440.79,1,5,0,39.29767932196807
CA,400,1023.87,59,FEMALE,Masters,Doctor,reading,Single Vehicle Collision,Side,Major Damage,Fire,CA,9,4,3,5,No,10258.73,13011.1,0,10,5,10.019563030462852
NY,200,1333.59,67,MALE,PhD,Teacher,yachting,Vehicle Theft,Unknown,Total Loss,Fire,PA,10,1,2,2,Yes,13815.66,20618.37,0,12,6,10.359750747981014
NY,200,1400.09,18,MALE,College,Technician,camping,Vehicle Theft,Unknown,Total Loss,None,NY,15,4,2,5,No,5780.16,9309.31,0,2,3,4.1284203158368395
IL,600,660.74,36,OTHER,High School,Manager,paintball,Vehicle Theft,Rear,Major Damage,Ambulance,GA,22,4,1,0,No,1093.82,1706.67,0,11,1,1.6554469231467748
FL,1000,977.3,64,OTHER,College,Technician,movies,Multi-vehicle Collision,Rear,Major Damage,None,NY,21,2,4,3,No,13125.04,24991.18,0,8,4,13.429898700501383
GA,1000,859.98,27,MALE,Masters,Sales,reading,Parked Car,Side,Minor Damage,Police,OH,4,2,2,0,Yes,15676.45,20327.42,0,9,3,18.228854159399056
OH,800,754.85,61,FEMALE,PhD,Lawyer,yachting,Vehicle Theft,Rear,Minor Damage,Ambulance,TX,9,4,2,2,Yes,20577.33,18894.47,0,12,0,27.26015764721468
MI,1000,1193.06,27,MALE,College,Manager,camping,Vehicle Theft,Side,Total Loss,Police,GA,12,3,0,5,Yes,22758.49,22636.87,0,9,5,19.075729636397167
GA,400,1001.88,29,MALE,PhD,Clerk,chess,Parked Car,Unknown,Total Loss,Fire,FL,20,1,2,2,No,6577.34,10264.25,0,4,1,6.5649978041282395
PA,600,1422.45,55,MALE,College,Manager,paintball,Vehicle Theft,Side,Total Loss,None,TX,2,1,0,0,No,17020.51,18779.07,0,11,5,11.965629723364616
PA,300,1196.96,32,FEMALE,High School,Sales,yachting,Multi-vehicle Collision,Rear,Major Damage,Ambulance,CA,17,4,1,5,No,6483.12,10274.85,0,5,0,5.416321347413447
FL,200,1027.6,67,FEMALE,High School,Doctor,paintball,Multi-vehicle Collision,Side,Total Loss,None,NY,13,1,1,1,Yes,13037.71,22685.03,0,7,5,12.687534059945504
OH,1000,1052.08,22,FEMALE,Masters,Manager,yachting,Single Vehicle Collision,Front,Minor Damage,Fire,NY,12,2,0,1,No,12503.53,12546.32,0,3,5,11.88458102045472
NY,300,701.88,58,FEMALE,College,Technician,hiking,Vehicle Theft,Side,Total Loss,Police,CA,7,4,0,2,Yes,4633.24,7538.05,0,6,0,6.601185387815581
OH,800,940.21,26,MALE,College,Engineer,movies,Vehicle Theft,Side,Minor Damage,Police,OH,23,3,3,3,Yes,12064.95,18444.37,0,12,6,12.832186426436648
OH,500,1145.78,21,MALE,Masters,Clerk,movies,Vehicle Theft,Front,Major Damage,Fire,PA,16,2,0,1,No,8146.54,11024.38,1,4,1,7.110038576341008
TX,800,854.35,64,MALE,College,Doctor,movies,Multi-vehicle Collision,Side,Major Damage,Ambulance,NY,17,4,2,3,No,1871.26,1607.26,0,1,4,2.1902733071926024
PA,600,1134.41,45,FEMALE,Masters,Manager,chess,Parked Car,Side,Total Loss,None,PA,15,1,0,2,Yes,17970.38,15158.17,0,8,6,15.841168536948722
FL,600,758.79,30,FEMALE,Masters,Doctor,hiking,Vehicle Theft,Rear,Major Damage,None,NY,7,2,0,3,No,17528.82,15921.53,0,2,3,23.10101609140869
OH,1000,918.35,31,MALE,College,Doctor,chess,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,NC,14,3,3,2,No,9180.89,10773.36,0,1,5,9.997157946316763
OH,200,1256.18,22,MALE,PhD,Engineer,camping,Multi-vehicle Collision,Side,Major Damage,Ambulance,GA,0,4,1,4,No,7704.61,9982.27,0,11,1,6.13336464519416
NC,1000,1304.71,31,MALE,College,Engineer,chess,Multi-vehicle Collision,Side,Major Damage,Fire,TX,1,1,2,5,No,1289.97,2063.89,1,10,3,0.9887024702807521
NC,600,1217.58,67,FEMALE,High School,Lawyer,reading,Single Vehicle Collision,Front,Minor Damage,None,GA,8,3,0,4,No,4829.76,9454.34,1,6,3,3.96668802049968
IL,800,1411.51,30,OTHER,PhD,Doctor,yachting,Vehicle Theft,Side,Minor Damage,Police,NY,15,1,4,2,No,21125.76,21641.42,0,6,0,14.966780256604627
CA,200,602.73,31,OTHER,Masters,Technician,paintball,Parked Car,Front,Total Loss,Police,CA,6,3,2,0,Yes,4711.44,4934.06,0,10,0,7.816833407993628
NY,600,713.36,47,MALE,PhD,Manager,camping,Vehicle Theft,Side,Minor Damage,Police,NY,12,1,1,2,Yes,14680.05,16372.28,0,4,2,20.578740047101043
MI,300,1057.07,42,FEMALE,High School,Doctor,movies,Multi-vehicle Collision,Side,Minor Damage,Ambulance,NY,14,1,1,0,No,5166.74,4356.69,0,3,5,4.887793618208822
FL,300,1478.6,31,FEMALE,College,Lawyer,yachting,Parked Car,Front,Minor Damage,Police,IL,6,4,2,5,Yes,13952.61,13180.81,0,10,3,9.436365480860275
MI,200,654.4,27,OTHER,Masters,Doctor,camping,Multi-vehicle Collision,Rear,Minor Damage,Police,GA,16,1,4,4,No,12034.81,20791.23,0,5,4,18.39060207823961
IL,700,1092.99,22,FEMALE,PhD,Manager,chess,Parked Car,Front,Total Loss,Ambulance,PA,22,2,3,1,Yes,2965.0,4881.78,1,2,2,2.7127421110897627
OH,1000,1457.53,19,MALE,College,Doctor,yachting,Multi-vehicle Collision,Front,Total Loss,Police,IL,10,3,2,1,No,5635.04,7366.46,0,10,2,3.866157128841259
PA,600,728.31,70,OTHER,PhD,Sales,reading,Vehicle Theft,Unknown,Total Loss,None,CA,15,2,2,1,No,8135.51,12094.78,0,7,4,11.170394474880203
PA,1000,873.2,22,MALE,Masters,Clerk,reading,Multi-vehicle Collision,Front,Total Loss,Police,IL,13,2,3,0,No,18324.64,18168.2,1,7,0,20.985616124599172
TX,800,768.19,24,MALE,Masters,Teacher,hiking,Multi-vehicle Collision,Front,Minor Damage,Fire,IL,20,3,3,3,Yes,15390.61,19584.32,0,12,1,20.034900219997656
IL,600,1164.38,66,MALE,Masters,Clerk,chess,Multi-vehicle Collision,Rear,Total Loss,Ambulance,OH,19,1,2,0,No,4813.92,4977.41,1,1,3,4.134320410862433
GA,400,1197.68,42,OTHER,High School,Sales,reading,Multi-vehicle Collision,Side,Total Loss,Police,IL,4,4,2,2,Yes,3344.72,3048.88,0,8,1,2.7926658205864667
TX,1000,1300.99,67,FEMALE,High School,Technician,camping,Vehicle Theft,Rear,Total Loss,None,FL,14,1,3,2,Yes,14428.06,12810.27,0,3,0,11.090062183414169
PA,400,1285.11,40,OTHER,Masters,Clerk,paintball,Single Vehicle Collision,Unknown,Total Loss,Police,NC,0,2,2,5,No,696.59,594.64,0,3,6,0.5420469843048455
PA,800,1104.43,24,OTHER,High School,Engineer,movies,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,NY,21,4,0,3,No,16344.87,18161.16,0,10,1,14.799371621560443
FL,1000,1282.92,37,OTHER,High School,Technician,camping,Parked Car,Rear,Minor Damage,Fire,OH,19,1,1,0,No,13946.91,12051.33,0,1,0,10.871223458984192
NC,1000,1244.94,52,OTHER,Masters,Sales,hiking,Vehicle Theft,Front,Major Damage,None,PA,2,4,1,3,No,6077.18,9672.95,1,11,5,4.881504329525921
TX,300,1449.84,30,MALE,College,Clerk,paintball,Parked Car,Rear,Total Loss,Ambulance,IL,0,4,0,5,No,12781.44,22249.45,0,7,1,8.815758980301275
CA,800,1255.53,42,OTHER,PhD,Clerk,hiking,Single Vehicle Collision,Front,Minor Damage,Police,FL,15,3,2,4,No,12895.77,20167.82,0,11,0,10.271176315978114
TX,400,1440.8,32,OTHER,PhD,Engineer,yachting,Parked Car,Front,Major Damage,Ambulance,NY,3,2,4,0,Yes,4761.68,5375.88,0,8,1,3.304886174347585
IL,300,711.22,32,MALE,High School,Clerk,movies,Multi-vehicle Collision,Rear,Minor Damage,Fire,OH,5,2,1,2,No,5623.0,9238.45,0,4,3,7.906133123365485
GA,1000,939.2,67,MALE,High School,Sales,hiking,Parked Car,Rear,Major Damage,Fire,GA,6,1,4,1,No,16549.81,17300.78,0,6,6,17.621177597955707
OH,500,696.2,59,FEMALE,PhD,Technician,hiking,Single Vehicle Collision,Front,Major Damage,Fire,FL,20,4,4,4,No,1360.42,2650.17,0,6,6,1.9540649238724503
MI,800,1363.13,59,FEMALE,High School,Teacher,chess,Multi-vehicle Collision,Rear,Total Loss,None,MI,19,1,1,2,Yes,8424.18,7373.33,1,11,3,6.180026849970289
TX,500,834.59,45,MALE,PhD,Sales,reading,Multi-vehicle Collision,Rear,Major Damage,None,OH,6,2,2,5,Yes,15910.55,22221.66,0,4,6,19.063911621275114
IL,400,1120.92,69,FEMALE,PhD,Doctor,paintball,Parked Car,Unknown,Major Damage,Fire,CA,14,3,1,2,Yes,13747.7,14121.03,0,8,0,12.26465760268351
PA,500,645.68,74,MALE,Masters,Manager,hiking,Single Vehicle Collision,Rear,Major Damage,Ambulance,OH,12,3,0,4,No,1093.53,930.21,0,7,2,1.6936098376904969
FL,1000,1256.58,75,MALE,PhD,Sales,hiking,Multi-vehicle Collision,Rear,Minor Damage,Fire,NC,8,2,1,0,No,921.98,846.14,0,1,4,0.7337216890289516
IL,500,787.52,39,OTHER,High School,Doctor,paintball,Vehicle Theft,Rear,Minor Damage,Ambulance,NY,3,2,3,0,Yes,9974.77,11470.5,0,5,6,12.666052925639985
FL,600,890.54,56,FEMALE,High School,Manager,reading,Vehicle Theft,Rear,Total Loss,Fire,NY,8,3,0,1,No,11204.98,13432.84,0,7,0,12.582231005906529
CA,1000,771.67,22,OTHER,High School,Manager,hiking,Multi-vehicle Collision,Side,Minor Damage,None,CA,9,4,3,0,No,20766.3,19231.88,0,10,5,26.910855676649344
IL,200,1364.87,65,MALE,Masters,Teacher,paintball,Parked Car,Rear,Major Damage,None,FL,18,3,2,0,No,10870.29,15814.75,0,8,1,7.964340926242061
OH,300,716.28,46,FEMALE,Masters,Teacher,yachting,Vehicle Theft,Unknown,Minor Damage,Ambulance,OH,18,2,4,4,Yes,7287.16,6925.99,0,6,1,10.17361925503993
PA,500,1095.14,30,FEMALE,PhD,Engineer,movies,Parked Car,Front,Major Damage,Ambulance,MI,16,2,2,1,No,707.28,1228.19,0,4,1,0.6458352356776301
IL,200,820.11,34,MALE,High School,Lawyer,paintball,Vehicle Theft,Unknown,Major Damage,Fire,TX,7,2,4,0,No,16911.7,16511.94,0,1,1,20.62125812391021
CA,300,1103.66,18,FEMALE,College,Manager,hiking,Single Vehicle Collision,Unknown,Major Damage,None,GA,16,3,2,3,Yes,1371.25,2622.77,0,8,5,1.2424569160792271
OH,300,641.86,64,FEMALE,High School,Clerk,chess,Multi-vehicle Collision,Side,Total Loss,Police,NY,19,2,0,1,No,23245.79,24388.8,0,1,5,36.21629327267628
TX,600,1051.63,30,OTHER,High School,Clerk,movies,Single Vehicle Collision,Rear,Major Damage,Ambulance,NC,2,1,3,4,No,19024.05,20507.21,0,4,6,18.090060192272944
OH,400,1100.15,33,MALE,Masters,Lawyer,movies,Multi-vehicle Collision,Unknown,Total Loss,Police,FL,15,2,3,1,Yes,9766.27,15131.49,0,3,0,8.877216743171385
FL,200,1029.66,37,OTHER,Masters,Doctor,hiking,Parked Car,Rear,Major Damage,None,MI,19,3,1,3,No,5143.79,5229.72,0,12,1,4.995619913369461
OH,700,678.74,19,OTHER,Masters,Engineer,reading,Multi-vehicle Collision,Rear,Major Damage,Police,IL,6,1,0,5,No,10058.21,13349.49,0,8,0,14.81894392550903
PA,1000,1356.77,60,OTHER,College,Teacher,camping,Multi-vehicle Collision,Rear,Major Damage,None,OH,2,4,2,3,No,1176.82,2121.34,0,11,0,0.8673688244875697
NY,1000,781.4,33,FEMALE,PhD,Clerk,reading,Parked Car,Front,Major Damage,None,NY,4,1,2,1,No,888.27,1695.69,0,5,2,1.1367673406705912
NY,700,885.25,44,MALE,High School,Technician,chess,Parked Car,Side,Major Damage,Fire,TX,13,3,0,3,No,11707.39,11396.32,0,3,0,13.224953402993505
GA,600,832.34,33,OTHER,College,Technician,paintball,Parked Car,Side,Major Damage,None,PA,2,4,2,1,Yes,7229.55,7504.09,0,8,1,8.685813489679697
CA,400,901.4,44,MALE,High School,Engineer,chess,Multi-vehicle Collision,Unknown,Total Loss,Fire,FL,5,3,2,3,Yes,19947.6,20129.09,0,1,4,22.129576214777014
NY,200,1479.98,63,FEMALE,High School,Engineer,hiking,Vehicle Theft,Unknown,Total Loss,Police,IL,20,1,4,4,No,3553.93,4001.95,0,9,1,2.4013365045473587
MI,600,845.94,58,MALE,PhD,Teacher,reading,Multi-vehicle Collision,Unknown,Total Loss,Fire,MI,18,3,2,0,Yes,6175.8,7079.06,0,4,2,7.300517767217533
GA,400,895.71,25,MALE,College,Lawyer,chess,Vehicle Theft,Unknown,Major Damage,Ambulance,IL,7,4,4,2,No,7555.12,9983.56,0,3,3,8.43478357950676
IL,300,963.39,69,FEMALE,High School,Doctor,camping,Multi-vehicle Collision,Front,Major Damage,Police,IL,8,1,0,0,Yes,27259.5,23601.64,0,8,3,28.295394388565377
TX,200,975.74,29,MALE,Masters,Doctor,movies,Single Vehicle Collision,Unknown,Total Loss,Police,MI,7,2,3,2,No,15519.48,21217.62,0,3,5,15.90534363662451
OH,600,976.75,38,OTHER,PhD,Lawyer,yachting,Single Vehicle Collision,Unknown,Total Loss,Ambulance,CA,19,4,1,0,Yes,14425.5,14891.47,0,7,1,14.768876375735859
OH,300,807.57,34,FEMALE,Masters,Engineer,reading,Parked Car,Unknown,Total Loss,Ambulance,CA,18,2,3,5,No,15597.69,13163.35,0,1,0,19.314350458783757
CA,800,1196.18,29,OTHER,PhD,Doctor,reading,Parked Car,Side,Major Damage,Fire,GA,14,3,0,1,No,3615.34,5759.76,0,10,6,3.0224046548178367
MI,800,796.87,30,OTHER,Masters,Manager,yachting,Multi-vehicle Collision,Unknown,Total Loss,Fire,NY,19,3,1,1,Yes,1746.73,3268.8,0,2,0,2.191988655615094
NY,200,752.27,50,OTHER,PhD,Teacher,movies,Single Vehicle Collision,Rear,Minor Damage,None,NC,7,2,4,4,No,8631.15,16201.6,0,12,1,11.473473619843938
FL,400,1327.47,35,FEMALE,High School,Teacher,paintball,Parked Car,Unknown,Minor Damage,None,CA,9,4,0,2,Yes,8312.72,9849.93,0,1,2,6.262077485743557
IL,300,889.69,57,MALE,College,Manager,paintball,Vehicle Theft,Rear,Total Loss,Ambulance,PA,0,1,0,0,Yes,1200.87,1183.88,1,3,2,1.3497622767480806
PA,700,979.56,25,OTHER,Masters,Manager,movies,Parked Car,Unknown,Minor Damage,Ambulance,NY,19,1,0,4,Yes,27161.07,22772.72,0,5,6,27.727826779370332
TX,800,1429.12,46,FEMALE,PhD,Clerk,camping,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,FL,8,2,2,1,No,9419.64,10520.17,0,2,6,6.59121697268249
CA,500,1360.36,26,MALE,College,Manager,hiking,Multi-vehicle Collision,Rear,Minor Damage,Fire,TX,11,2,1,5,Yes,12399.37,10785.22,0,7,6,9.114771090005588
FL,700,731.38,27,MALE,High School,Teacher,yachting,Vehicle Theft,Front,Total Loss,Fire,CA,3,4,2,1,No,8521.35,13099.76,0,11,3,11.651056906122673
PA,700,1491.4,49,OTHER,Masters,Technician,hiking,Single Vehicle Collision,Side,Minor Damage,Fire,NY,20,3,4,2,No,7655.19,13446.18,0,4,2,5.132888561083545
NC,500,609.56,60,FEMALE,PhD,Doctor,yachting,Multi-vehicle Collision,Side,Minor Damage,Ambulance,IL,6,1,2,3,No,9804.17,11633.45,0,12,0,16.084011418072052
TX,200,1436.81,66,FEMALE,High School,Technician,hiking,Parked Car,Rear,Major Damage,Police,FL,14,4,3,2,Yes,11343.39,12639.19,0,1,2,7.894843437893667
IL,500,970.7,70,MALE,Masters,Clerk,hiking,Parked Car,Rear,Minor Damage,None,NY,14,4,3,4,No,7710.63,10663.87,0,1,2,7.943370763366643
NY,600,933.89,57,FEMALE,Masters,Teacher,movies,Single Vehicle Collision,Rear,Minor Damage,Ambulance,NC,12,2,1,5,Yes,8897.98,14267.33,0,8,2,9.5278673077129
CA,500,1106.84,26,FEMALE,Masters,Sales,reading,Vehicle Theft,Side,Minor Damage,Fire,TX,21,2,1,3,Yes,18674.66,23618.48,0,4,1,16.872050160818187
NY,200,818.52,51,OTHER,Masters,Technician,reading,Vehicle Theft,Unknown,Minor Damage,None,MI,18,1,4,5,Yes,26080.01,23094.9,1,5,5,31.862397986609977
IL,700,863.35,42,MALE,Masters,Engineer,reading,Parked Car,Side,Major Damage,Ambulance,FL,18,4,0,0,No,1521.4,1404.91,0,2,4,1.7622053628308334
PA,600,923.03,38,OTHER,PhD,Teacher,yachting,Parked Car,Front,Minor Damage,Police,NC,9,2,0,4,Yes,12022.37,23423.54,0,1,6,13.024896265560168
MI,600,713.58,18,MALE,High School,Clerk,chess,Vehicle Theft,Side,Total Loss,Police,FL,18,1,1,4,No,19982.75,16737.3,0,8,6,28.00351747526556
TX,800,690.4,32,MALE,PhD,Engineer,movies,Multi-vehicle Collision,Front,Major Damage,Fire,MI,7,3,3,4,No,18211.36,20301.07,0,10,6,26.37798377752028
NC,1000,873.1,39,MALE,PhD,Manager,camping,Vehicle Theft,Unknown,Total Loss,Fire,TX,14,4,4,4,No,1012.72,1033.76,0,1,2,1.1599129538426296
MI,800,991.16,75,MALE,Masters,Engineer,hiking,Single Vehicle Collision,Rear,Major Damage,Fire,OH,18,3,0,3,Yes,16784.62,21673.71,0,1,5,16.934319383348804
NC,300,771.91,68,OTHER,High School,Lawyer,reading,Multi-vehicle Collision,Side,Total Loss,None,CA,14,1,1,5,No,10582.34,14400.79,0,9,6,13.709292534103717
CA,400,1273.0,57,MALE,High School,Technician,paintball,Parked Car,Rear,Major Damage,Ambulance,PA,10,3,1,4,Yes,6350.24,10568.43,0,5,0,4.98840534171249
IL,1000,1209.22,39,FEMALE,PhD,Manager,movies,Vehicle Theft,Rear,Total Loss,Fire,PA,16,1,2,1,No,7771.32,6586.2,0,11,0,6.426721357569342
TX,700,1375.55,33,OTHER,College,Manager,movies,Parked Car,Rear,Minor Damage,Fire,CA,19,2,2,3,No,19141.01,19938.26,0,1,2,13.91516847806332
NC,400,984.9,50,OTHER,PhD,Doctor,chess,Multi-vehicle Collision,Rear,Major Damage,Ambulance,PA,8,3,0,0,Yes,26142.21,22637.0,0,4,4,26.543009442583003
FL,700,750.11,39,OTHER,High School,Clerk,paintball,Single Vehicle Collision,Front,Minor Damage,Fire,NY,3,2,2,3,Yes,8711.71,7880.97,0,9,4,11.61390995987255
MI,800,1241.62,61,OTHER,High School,Sales,chess,Multi-vehicle Collision,Side,Minor Damage,None,NY,3,2,3,2,Yes,9884.08,13064.85,0,9,1,7.960632077447206
GA,500,1234.17,67,OTHER,High School,Engineer,camping,Multi-vehicle Collision,Rear,Total Loss,None,CA,8,1,0,2,Yes,7948.58,13897.09,1,12,2,6.440425549154492
MI,700,793.23,49,FEMALE,Masters,Lawyer,camping,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,NC,8,2,2,0,No,19404.43,19196.45,1,3,6,24.462551844988212
NC,400,1483.96,75,FEMALE,College,Clerk,camping,Single Vehicle Collision,Rear,Minor Damage,None,CA,5,1,0,5,Yes,21888.02,20337.99,0,9,3,14.749737189681662
GA,400,644.92,41,MALE,College,Clerk,yachting,Parked Car,Rear,Total Loss,Ambulance,FL,21,3,0,3,No,17666.63,17036.18,0,11,3,27.39352167710724
OH,700,1389.17,46,MALE,PhD,Sales,chess,Vehicle Theft,Rear,Total Loss,Police,GA,6,3,1,3,Yes,21285.62,22059.68,0,7,1,15.322545116868344
NY,1000,1374.81,35,MALE,Masters,Lawyer,chess,Single Vehicle Collision,Side,Total Loss,Ambulance,TX,21,1,2,3,Yes,8319.84,11817.37,0,2,3,6.051628952364327
IL,500,1012.02,32,FEMALE,High School,Doctor,reading,Parked Car,Unknown,Total Loss,Fire,TX,0,3,3,1,No,12761.77,11566.37,0,5,2,12.610195450682793
MI,700,1060.69,49,OTHER,College,Sales,reading,Vehicle Theft,Unknown,Total Loss,Ambulance,NY,8,3,2,1,Yes,9211.61,15490.34,0,12,6,8.68454496601269
CA,500,1020.16,19,MALE,High School,Lawyer,camping,Vehicle Theft,Side,Major Damage,Police,FL,22,1,3,5,Yes,7525.62,7085.6,0,6,6,7.3769016624843164
PA,500,1140.47,50,FEMALE,Masters,Manager,reading,Single Vehicle Collision,Side,Minor Damage,None,TX,20,4,2,4,No,7198.58,10228.52,0,11,0,6.311941567950056
NY,200,887.15,46,MALE,PhD,Manager,reading,Vehicle Theft,Side,Total Loss,Ambulance,NY,12,3,1,3,Yes,11530.36,10416.54,1,12,3,12.997080538804036
PA,200,1364.83,61,MALE,Masters,Clerk,paintball,Parked Car,Rear,Major Damage,None,PA,5,1,3,3,No,2318.76,4349.29,0,10,6,1.698936863931772
OH,800,1450.54,67,OTHER,PhD,Lawyer,paintball,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,NC,11,4,4,4,Yes,16977.42,23191.09,0,6,1,11.704206709225529
NY,700,1463.59,38,FEMALE,High School,Teacher,chess,Single Vehicle Collision,Rear,Minor Damage,Police,NC,14,3,2,1,Yes,18727.09,17443.64,0,1,2,12.795311528501836
TX,400,843.83,42,MALE,Masters,Engineer,camping,Multi-vehicle Collision,Side,Major Damage,Fire,TX,11,4,1,4,No,17275.64,15594.71,0,7,2,20.472891459180165
MI,200,1309.78,21,OTHER,PhD,Clerk,movies,Multi-vehicle Collision,Rear,Total Loss,None,MI,13,4,3,0,No,11011.15,15465.78,0,8,0,8.406869856006352
OH,800,1025.52,43,OTHER,College,Teacher,hiking,Parked Car,Unknown,Major Damage,Ambulance,NC,2,2,1,3,Yes,3780.51,5469.76,0,3,5,3.686432249005383
